id_cuaca,tanggal,lokasi_kode,latitude,longitude,zona_waktu,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,angin_arah_derajat,tekanan_hpa_avg,visibilitas_km_avg,wet_bulb_c,petir_count
CWC_20250522_PORT,2025-05-22 00:00:00,PORT,-1.93,116.95,Asia/Makassar,25.2,0.8,Sedang,24.7,29.1,87.9,2.6,6.2,113,1010.8,8.2,21.7,0
CWC_20250523_PIT_A,2025-05-23 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,43.5,0.17,Sedang,24.6,32.3,81.9,4,9.2,64,1010.8,6.1,23.3,0
CWC_20250523_PIT_B,2025-05-23 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,51.9,0.78,Lebat,26,33.9,79.3,2,3.5,153,1006.4,8.7,23.4,0
CWC_20250523_ROAD_01,2025-05-23 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,43.9,0,Sedang,25.4,33.2,92.4,1.2,3.2,23,1005.4,8.1,22.6,1
CWC_20250523_STOCKPILE,2025-05-23 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,6,0.84,Ringan,23.4,30.3,70.9,4.1,8.2,95,1007.9,5.8,21.8,0
CWC_20250523_PORT,2025-05-23 00:00:00,PORT,-1.93,116.95,Asia/Makassar,58.5,0.04,Lebat,23.5,28.3,73.4,1.5,6.4,103,1011.1,5.3,21,0
CWC_20250524_PIT_A,2025-05-24 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,28.7,0.12,Sedang,23.9,28.9,77.5,2.1,4.3,190,1007.7,7.6,21.1,0
CWC_20250524_PIT_B,2025-05-24 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,19.7,0.99,Ringan,25.8,31.8,91.7,2.1,6.3,176,1010.9,9.9,24.2,2
CWC_20250524_ROAD_01,2025-05-24 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,21.9,0.81,Sedang,26,33.6,94.2,1.9,6.6,307,1005.1,6.8,23.4,0
CWC_20250524_STOCKPILE,2025-05-24 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,59.5,0.83,Lebat,24,28.5,72.6,3.1,4.9,113,1009.2,7.1,22.2,0
CWC_20250524_PORT,2025-05-24 00:00:00,PORT,-1.93,116.95,Asia/Makassar,15.6,0.99,Ringan,25.7,30.8,73.6,1.8,4.3,41,1011.7,8.3,23,0
CWC_20250525_PIT_A,2025-05-25 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,63.6,0.34,Lebat,24.5,30.2,77.7,1.5,3.9,254,1007,5.2,22.9,0
CWC_20250525_PIT_B,2025-05-25 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,4.8,0.03,Ringan,23.5,29.9,93.4,1.1,2.4,288,1014,5.2,22.3,0
CWC_20250525_ROAD_01,2025-05-25 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,21,0.12,Sedang,24.3,30.6,71,2.1,6.6,79,1007.5,7.4,22,0
CWC_20250525_STOCKPILE,2025-05-25 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,39,0.9,Sedang,24.8,29.1,80.1,3.2,7.6,233,1006.2,8.2,23.2,0
CWC_20250525_PORT,2025-05-25 00:00:00,PORT,-1.93,116.95,Asia/Makassar,73.4,0.63,Lebat,24.6,30.6,91.2,3.4,8.6,33,1011.6,9.2,23,0
CWC_20250526_PIT_A,2025-05-26 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,76.3,0.28,Lebat,25,29.5,87.2,3.8,6.8,157,1006.5,6.4,23.3,8
CWC_20250526_PIT_B,2025-05-26 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,21.2,0.04,Sedang,26.9,33,87.5,2.5,6.6,236,1006.6,10,25,0
CWC_20250526_ROAD_01,2025-05-26 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,19.7,0.29,Ringan,26.7,31.5,71.1,0.5,4.2,210,1013,8.5,25.6,0
CWC_20250526_STOCKPILE,2025-05-26 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,62.4,0.4,Lebat,25.8,32.6,93.9,0.5,2.5,116,1012.9,8.2,24.7,0
CWC_20250526_PORT,2025-05-26 00:00:00,PORT,-1.93,116.95,Asia/Makassar,24.3,0.3,Sedang,25.9,30.5,65.6,3.4,7.2,198,1009.2,7.7,23.4,0
CWC_20250527_PIT_A,2025-05-27 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,9.4,0.75,Ringan,26.5,32.9,86.8,3.9,6,133,1005.9,9.6,23.8,0
CWC_20250527_PIT_B,2025-05-27 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,49,0.49,Sedang,23.6,30,65.8,3.5,7.8,109,1006.8,6.7,21.5,0
CWC_20250527_ROAD_01,2025-05-27 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,44.2,0.24,Sedang,26.8,33,71.1,4.4,9.5,268,1005.4,8.5,24.7,0
CWC_20250527_STOCKPILE,2025-05-27 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,51.5,0.35,Lebat,25.3,30.1,83.4,3,4.1,358,1005.5,9.5,22.8,0
CWC_20250527_PORT,2025-05-27 00:00:00,PORT,-1.93,116.95,Asia/Makassar,15.3,0.89,Ringan,25.7,30,67,2,7.4,248,1013.5,9.7,23.8,0
CWC_20250528_PIT_A,2025-05-28 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,73,0.04,Lebat,24.9,29.4,68.3,1.6,3.4,43,1009.2,8,23.3,0
CWC_20250528_PIT_B,2025-05-28 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,30,0.73,Sedang,26.8,33.9,86.1,3.1,7.4,168,1010.6,8.7,25.2,0
CWC_20250528_ROAD_01,2025-05-28 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,44.2,0.65,Sedang,26.6,33.3,89.7,1,5.1,79,1014,6,25,0
CWC_20250528_STOCKPILE,2025-05-28 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,68.1,0.48,Lebat,24.5,29.9,91.9,2.9,7.1,350,1009.3,8.7,22.6,0
CWC_20250528_PORT,2025-05-28 00:00:00,PORT,-1.93,116.95,Asia/Makassar,5.3,0.27,Ringan,24.5,29.3,67.8,2.3,4.7,110,1008.5,9,21.9,0
CWC_20250529_PIT_A,2025-05-29 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,44,0.77,Sedang,26.7,34.4,89.1,3,7.3,251,1014.5,7.8,23.9,0
CWC_20250529_PIT_B,2025-05-29 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,14.4,0.97,Ringan,23.5,30.4,72.2,4.3,6,273,1008.6,9.1,21.5,4
CWC_20250529_ROAD_01,2025-05-29 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,13.1,0.74,Ringan,25.2,31.7,86.2,3.7,6.5,216,1008.7,8.3,23.9,0
CWC_20250529_STOCKPILE,2025-05-29 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,34.5,0.24,Sedang,24.6,32.5,84.6,4.3,6.3,350,1007.2,5.1,22.9,0
CWC_20250529_PORT,2025-05-29 00:00:00,PORT,-1.93,116.95,Asia/Makassar,72.3,0.46,Lebat,26.6,30.7,69.4,3.3,7.5,287,1006.3,5.9,24.8,0
CWC_20250530_PIT_A,2025-05-30 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,29.3,0.99,Sedang,24.4,30.4,90.9,3,5.7,36,1010.4,7.9,22.7,0
CWC_20250530_PIT_B,2025-05-30 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,64.5,0.72,Lebat,26.7,34.7,86.7,3,8.6,324,1011.4,7,24.2,0
CWC_20250530_ROAD_01,2025-05-30 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,69.3,0.03,Lebat,24.8,29.6,94,3.9,7.2,129,1005.5,6.8,22.4,0
CWC_20250530_STOCKPILE,2025-05-30 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,28.2,0.18,Sedang,25.9,33.5,93.5,1.3,4.3,175,1006.7,8.2,23.4,0
CWC_20250530_PORT,2025-05-30 00:00:00,PORT,-1.93,116.95,Asia/Makassar,42.1,0.57,Sedang,23.1,28.8,80.6,1.7,7.2,49,1014.8,8.3,21.7,0
CWC_20250531_PIT_A,2025-05-31 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,65.6,0.85,Lebat,26.6,31.8,93.6,3.7,5.5,54,1010,7.9,25.5,0
CWC_20250531_PIT_B,2025-05-31 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,72.2,0.69,Lebat,25.9,30.3,79.6,1.9,7.3,147,1010.7,9.4,24.8,3
CWC_20250531_ROAD_01,2025-05-31 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,68.7,0.49,Lebat,24.8,29.2,67,0.7,2.6,305,1014.6,7.5,23.7,7
CWC_20250531_STOCKPILE,2025-05-31 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,75.4,0.67,Lebat,26.6,33.8,91.9,2.6,4.9,178,1012.4,7.3,24.5,0
CWC_20250531_PORT,2025-05-31 00:00:00,PORT,-1.93,116.95,Asia/Makassar,46.5,0.1,Sedang,26.9,31.8,89.1,2.6,5.6,53,1010.1,7.3,24.1,0
CWC_20250601_PIT_A,2025-06-01 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,28.5,0.23,Sedang,25.7,33.4,92.2,0.8,2.6,181,1007.5,9.2,24.2,0
CWC_20250601_PIT_B,2025-06-01 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,8,0.05,Ringan,26.5,32.2,80.4,4.1,6.7,55,1006.9,7.4,24.9,0
CWC_20250601_ROAD_01,2025-06-01 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,48.4,0.9,Sedang,23.9,29.2,82.1,3.2,5.8,326,1012.2,6.2,21.2,0
CWC_20250601_STOCKPILE,2025-06-01 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,28.6,0.81,Sedang,25,29.7,84.8,1.7,4.5,155,1011.9,6.2,23.5,0
CWC_20250601_PORT,2025-06-01 00:00:00,PORT,-1.93,116.95,Asia/Makassar,15,0.15,Ringan,25.2,30.5,87.3,3.3,6.2,287,1007.4,8.7,24.2,0
CWC_20250602_PIT_A,2025-06-02 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,37.6,0.42,Sedang,25.7,33.2,91.1,2,5.5,39,1007.2,6.1,23.6,0
CWC_20250602_PIT_B,2025-06-02 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,42.6,0.23,Sedang,25.7,30.8,80,4.1,8.7,329,1006.4,8.5,24.6,0
CWC_20250602_ROAD_01,2025-06-02 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,20,0.14,Sedang,24.5,31.4,85.8,1.3,5.2,307,1010.6,7.6,21.7,0
CWC_20250602_STOCKPILE,2025-06-02 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,33,0.34,Sedang,23.7,29.9,68.8,0.9,2.6,206,1006.9,9.6,21.3,0
CWC_20250602_PORT,2025-06-02 00:00:00,PORT,-1.93,116.95,Asia/Makassar,33.9,0.47,Sedang,25.3,31.6,69.5,3.2,8.6,30,1010.1,7.4,22.5,0
CWC_20250603_PIT_A,2025-06-03 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,32.4,0.02,Sedang,24.7,30.7,94.4,2.5,5.4,113,1014.1,8.1,22.6,0
CWC_20250603_PIT_B,2025-06-03 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,4.2,0.28,Ringan,26.9,32.1,93.6,2.7,6,297,1007.1,7,25.8,10
CWC_20250603_ROAD_01,2025-06-03 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,5.4,0.71,Ringan,26.3,31.5,69.5,1.8,4.6,79,1012,8.6,24.5,0
CWC_20250603_STOCKPILE,2025-06-03 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,74.4,0.81,Lebat,26.5,30.8,71.3,3.1,6.6,359,1006.5,8.3,24,9
CWC_20250603_PORT,2025-06-03 00:00:00,PORT,-1.93,116.95,Asia/Makassar,12.1,0.59,Ringan,26,30.6,69.7,3,8.4,75,1006.6,6.9,24.8,0
CWC_20250604_PIT_A,2025-06-04 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,38.7,0.1,Sedang,26.4,33.5,71.8,1.9,6.1,338,1013.8,9.6,25.4,0
CWC_20250604_PIT_B,2025-06-04 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,41.5,0.79,Sedang,23.8,29.2,93.2,2.5,5.1,79,1013.3,6.4,22.2,6
CWC_20250604_ROAD_01,2025-06-04 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,21.2,0.03,Sedang,23.7,29.9,75.5,2.9,7,169,1006.9,6.7,21.4,0
CWC_20250604_STOCKPILE,2025-06-04 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,65,0.23,Lebat,25.4,31.8,74.2,2.4,5.1,352,1012.7,5.3,22.8,0
CWC_20250604_PORT,2025-06-04 00:00:00,PORT,-1.93,116.95,Asia/Makassar,34.7,0.12,Sedang,26.5,32.1,89.3,1.4,6.7,279,1006.3,8.6,25.2,0
CWC_20250605_PIT_A,2025-06-05 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,71.2,0.69,Lebat,26,31.7,87.9,4.1,7.4,213,1005.2,6,23.9,0
CWC_20250605_PIT_B,2025-06-05 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,12.3,0.07,Ringan,25.4,31.2,67.3,2.9,4.8,305,1009.9,8.5,24.3,0
CWC_20250605_ROAD_01,2025-06-05 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,54,0.15,Lebat,26.3,31.7,65.5,2.8,4,55,1011,9.2,25,0
CWC_20250605_STOCKPILE,2025-06-05 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,43.4,0.42,Sedang,26.5,32.4,84.6,2.2,5.8,195,1007.4,9.5,23.7,0
CWC_20250605_PORT,2025-06-05 00:00:00,PORT,-1.93,116.95,Asia/Makassar,14.5,0.81,Ringan,25.9,32.6,70.1,3.3,8.3,137,1010.5,5.8,23.7,0
CWC_20250606_PIT_A,2025-06-06 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,18.5,0.21,Ringan,25.5,31,78,3.8,7.4,33,1013.4,9.6,23.5,0
CWC_20250606_PIT_B,2025-06-06 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,37.7,0.92,Sedang,23.7,31.2,87.1,2,6.4,5,1011.3,6.9,21.1,0
CWC_20250606_ROAD_01,2025-06-06 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,65.2,0.94,Lebat,23.8,29.3,80.5,1.2,4.3,160,1009.1,7.3,20.9,0
CWC_20250606_STOCKPILE,2025-06-06 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,33.6,0.55,Sedang,26.3,33,84.8,2.2,6.1,180,1014.8,7.1,25.2,0
CWC_20250606_PORT,2025-06-06 00:00:00,PORT,-1.93,116.95,Asia/Makassar,64.1,0.56,Lebat,23.5,29.3,91.4,3.9,7.3,81,1010.9,9,22.3,0
CWC_20250607_PIT_A,2025-06-07 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,49.2,0.9,Sedang,26.9,31.4,75.3,0.8,6.4,76,1014.8,10,25.9,0
CWC_20250607_PIT_B,2025-06-07 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,26,0.83,Sedang,23.8,31.7,73.2,2.3,7.9,58,1012.8,5.6,22.1,0
CWC_20250607_ROAD_01,2025-06-07 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,29.6,0.5,Sedang,23.2,29.4,92.1,1.4,3.7,116,1010.4,7,22.1,0
CWC_20250607_STOCKPILE,2025-06-07 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,44.5,0.34,Sedang,24.1,31.4,72.8,1.5,2.7,341,1014.9,9,21.9,0
CWC_20250607_PORT,2025-06-07 00:00:00,PORT,-1.93,116.95,Asia/Makassar,37.1,0.3,Sedang,26.3,31,73.3,2.4,5.5,77,1013.5,5.2,24.4,7
CWC_20250608_PIT_A,2025-06-08 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,38.4,0.99,Sedang,26.7,32.6,78.9,4.3,7.9,351,1013.4,7.7,25.6,0
CWC_20250608_PIT_B,2025-06-08 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,21.1,0.61,Sedang,25.3,33.3,86.3,1.7,7.6,219,1007,10,23,0
CWC_20250608_ROAD_01,2025-06-08 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,76.5,0.92,Lebat,23.1,27.6,80.3,1.6,5.1,247,1013.9,5.7,21.2,0
CWC_20250608_STOCKPILE,2025-06-08 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,65.7,0.32,Lebat,24.3,28.6,65.3,2.5,4.9,5,1009.9,6.2,21.5,0
CWC_20250608_PORT,2025-06-08 00:00:00,PORT,-1.93,116.95,Asia/Makassar,64.4,0.86,Lebat,23.1,29.3,91.9,3.2,6.9,156,1012.5,8.4,20.6,0
CWC_20250609_PIT_A,2025-06-09 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,64.7,0.3,Lebat,25,31.7,91.4,2,6.7,234,1014.7,8.8,23.3,0
CWC_20250609_PIT_B,2025-06-09 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,56.6,0,Lebat,25.3,29.8,85.8,2.4,6.7,322,1009.2,6.9,24.3,0
CWC_20250609_ROAD_01,2025-06-09 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,49.3,0.28,Sedang,25.3,33,84.9,2.2,7.1,185,1007.3,7.5,23.2,0
CWC_20250609_STOCKPILE,2025-06-09 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,27.2,0.36,Sedang,26,30.1,70.4,2,5.6,317,1009.3,7,23,0
CWC_20250609_PORT,2025-06-09 00:00:00,PORT,-1.93,116.95,Asia/Makassar,56.8,0.83,Lebat,23.7,29.4,89.8,4.5,9.4,210,1014.5,8.4,20.7,0
CWC_20250610_PIT_A,2025-06-10 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,28.4,0.06,Sedang,25.2,31.6,71.8,3.6,7.3,186,1010.6,9.4,23.9,0
CWC_20250610_PIT_B,2025-06-10 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,50.2,0.94,Lebat,23,29.4,65.3,2.7,8.3,29,1007,5.3,20.5,0
CWC_20250610_ROAD_01,2025-06-10 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,75.5,0.24,Lebat,23.1,27.7,71.7,2,3.9,290,1010.6,7.9,21.2,0
CWC_20250610_STOCKPILE,2025-06-10 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,46.8,0.43,Sedang,26.4,31.5,88.6,1.3,5.6,286,1009.4,6.5,24.1,0
CWC_20250610_PORT,2025-06-10 00:00:00,PORT,-1.93,116.95,Asia/Makassar,1.9,0.33,Ringan,25.8,33,78.7,4.4,9.3,215,1011,7.2,24.6,0
CWC_20250611_PIT_A,2025-06-11 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,22.2,0.3,Sedang,25.7,31.6,93.5,4.3,5.9,225,1009.9,8.1,23,0
CWC_20250611_PIT_B,2025-06-11 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,73.8,0.28,Lebat,26.4,33.9,93.3,1.8,2.8,108,1011.1,5.2,24.9,0
CWC_20250611_ROAD_01,2025-06-11 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,34.2,0.05,Sedang,23.2,27.8,85.2,3.7,7.8,298,1010.4,7.3,20.3,0
CWC_20250611_STOCKPILE,2025-06-11 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,16.1,0.43,Ringan,23.6,29.1,92.5,3.2,7.7,186,1010.6,5.2,21.3,0
CWC_20250611_PORT,2025-06-11 00:00:00,PORT,-1.93,116.95,Asia/Makassar,78.9,0.12,Lebat,26.5,30.6,84.7,1,2.9,126,1009.5,8.9,24,0
CWC_20250612_PIT_A,2025-06-12 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,18.4,0.6,Ringan,25.4,33,65.4,3,5.2,78,1008.6,8.4,22.5,0
CWC_20250612_PIT_B,2025-06-12 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,46.6,0.75,Sedang,24.4,29.7,85.6,2.7,4,159,1011.3,9.1,22.3,0
CWC_20250612_ROAD_01,2025-06-12 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,14.3,0.46,Ringan,26.7,34,78,2.3,6.2,142,1008.2,8,25.1,0
CWC_20250612_STOCKPILE,2025-06-12 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,4.5,0.95,Ringan,26.3,33,74,3.9,7.9,264,1012.9,7.6,24.1,0
CWC_20250612_PORT,2025-06-12 00:00:00,PORT,-1.93,116.95,Asia/Makassar,47.3,0.58,Sedang,24.5,32.4,70.8,1.6,6.7,165,1014.2,8.3,23.5,0
CWC_20250613_PIT_A,2025-06-13 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,34.9,0.86,Sedang,26.7,32.2,82.9,0.8,3.9,7,1007.8,5.1,24.5,0
CWC_20250613_PIT_B,2025-06-13 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,22.8,0.35,Sedang,25.6,30.4,68.2,3.2,8.4,308,1013.5,6.1,23.7,0
CWC_20250613_ROAD_01,2025-06-13 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,8,0.03,Ringan,23.5,28.1,86.2,1.2,3.4,167,1010.9,8.9,21.3,0
CWC_20250613_STOCKPILE,2025-06-13 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,65.5,0.81,Lebat,26.5,31,90.5,3.3,5.1,319,1009.7,9,24.2,0
CWC_20250613_PORT,2025-06-13 00:00:00,PORT,-1.93,116.95,Asia/Makassar,12.6,0.01,Ringan,23.1,29,65.3,0.6,4.8,288,1013.5,8.3,21.6,0
CWC_20250614_PIT_A,2025-06-14 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,25.1,0.52,Sedang,26.9,33.3,85.1,3.1,5.6,234,1014.5,7.8,24,0
CWC_20250614_PIT_B,2025-06-14 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,77.3,0.3,Lebat,23.1,30.9,74.6,2.1,5.3,209,1010.4,7.6,21,0
CWC_20250614_ROAD_01,2025-06-14 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,19.5,0.85,Ringan,24.8,29.3,76.3,0.6,2.5,107,1013.6,6.9,23,0
CWC_20250614_STOCKPILE,2025-06-14 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,8.3,0.77,Ringan,24.3,29.3,78.9,3.4,9.4,300,1011.3,7.7,21.6,0
CWC_20250614_PORT,2025-06-14 00:00:00,PORT,-1.93,116.95,Asia/Makassar,70.3,0.69,Lebat,24.5,31,78.9,1.8,6.8,173,1008.6,5.8,21.6,0
CWC_20250615_PIT_A,2025-06-15 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,73.2,0.79,Lebat,25.2,29.4,76.9,1.9,7.2,118,1007.2,5.4,22.7,0
CWC_20250615_PIT_B,2025-06-15 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,70.6,0.35,Lebat,26,30.3,83.3,0.5,2.2,37,1008.4,6.4,23.5,0
CWC_20250615_ROAD_01,2025-06-15 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,49.3,0.9,Sedang,24.2,29.8,79.5,3.9,8.5,165,1008.2,7.2,23.1,0
CWC_20250615_STOCKPILE,2025-06-15 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,8.4,0.23,Ringan,25.8,33.6,65.1,3.6,4.8,90,1009.6,9.9,23.7,0
CWC_20250615_PORT,2025-06-15 00:00:00,PORT,-1.93,116.95,Asia/Makassar,48.7,0.58,Sedang,25.1,31.5,78.2,2.3,4.4,349,1005.4,5.8,23.9,0
CWC_20250616_PIT_A,2025-06-16 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,30,0.11,Sedang,24.4,30.9,79.1,0.9,6.6,343,1014.3,6.2,23.1,0
CWC_20250616_PIT_B,2025-06-16 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,9.4,0.71,Ringan,23.2,27.6,86.4,3.4,6.3,96,1006.5,9.1,20.3,0
CWC_20250616_ROAD_01,2025-06-16 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,14.5,0.5,Ringan,23.6,28.8,69.2,3.9,8.7,151,1007.4,5.7,21.1,0
CWC_20250616_STOCKPILE,2025-06-16 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,57.3,0.75,Lebat,23.5,29.3,75.6,1.6,6.2,207,1009.9,5.4,22.2,0
CWC_20250616_PORT,2025-06-16 00:00:00,PORT,-1.93,116.95,Asia/Makassar,32,0.4,Sedang,26.1,30.9,79.4,4.3,7.2,112,1005.8,5.9,24.9,0
CWC_20250617_PIT_A,2025-06-17 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,46,0.23,Sedang,23.3,27.9,80,3,7.6,176,1008.3,7.5,21.4,1
CWC_20250617_PIT_B,2025-06-17 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,59.9,0.73,Lebat,24.3,29.1,94.2,0.6,3.4,187,1006.7,5.2,21.4,0
CWC_20250617_ROAD_01,2025-06-17 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,5.3,0.97,Ringan,24,29.8,74.3,1,5.5,122,1006,9.8,22.5,0
CWC_20250617_STOCKPILE,2025-06-17 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,8.5,0.39,Ringan,25.7,30.2,72.6,0.7,5.8,262,1014,8,24,0
CWC_20250617_PORT,2025-06-17 00:00:00,PORT,-1.93,116.95,Asia/Makassar,50.9,0.55,Lebat,23.5,28.7,66.6,3.3,4.8,140,1012,7.7,22.5,0
CWC_20250618_PIT_A,2025-06-18 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,71.3,0.42,Lebat,25.6,31.7,81.4,2.7,5.9,122,1006.1,9.4,23.2,5
CWC_20250618_PIT_B,2025-06-18 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,20.4,0.28,Sedang,23.9,29.9,90,2.2,4.1,252,1014.7,6.2,21.8,6
CWC_20250618_ROAD_01,2025-06-18 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,10,0.58,Ringan,23.9,28.4,71.1,2.4,3.6,359,1014,5.5,21.3,0
CWC_20250618_STOCKPILE,2025-06-18 00:00:00,STOCKPILE,-1.94,116.92,Asia/Makassar,75.4,0.21,Lebat,25.7,30.1,75.1,1,4.9,308,1006.4,5.4,22.8,0
CWC_20250618_PORT,2025-06-18 00:00:00,PORT,-1.93,116.95,Asia/Makassar,26.7,0.88,Sedang,26.3,33,74.5,0.8,4,149,1008.7,9.3,23.5,6
CWC_20250619_PIT_A,2025-06-19 00:00:00,PIT_A,-1.95,116.85,Asia/Makassar,36.7,0.33,Sedang,23.2,28.2,70.7,4.2,7.7,320,1009.8,8.6,20.7,0
CWC_20250619_PIT_B,2025-06-19 00:00:00,PIT_B,-1.97,116.88,Asia/Makassar,67.2,0.71,Lebat,26.3,32,79.7,2.7,8.6,215,1008.3,6.1,23.6,0
CWC_20250619_ROAD_01,2025-06-19 00:00:00,ROAD_01,-1.96,116.9,Asia/Makassar,0.9,0.23,Ringan,25.5,32.7,79.5,4.2,6.1,148,1006.5,6.3,24.1,0
