id_record_jalan,timestamp_utc,lokasi_kode,id_segmen_jalan,sumber_data,status_jalan,alasan_status,panjang_segmen_km,tipe_permukaan,kemiringan_pct,tikungan_kelas,kedalaman_air_cm,indeks_friksi,batas_kecepatan_km_jam,kecepatan_aktual_km_jam,waktu_tempuh_menit,ritase_terobservasi,Speed drop,Risk Indicator
JREC_0015080,2025-09-22T07:00:00Z,PIT_B,SEG_PIT_B_02,Operator App,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,11.1,5.4,0,68.28571429,Hijau
JREC_0015081,2025-09-22T07:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,1.8,0.48,25,13.3,10.9,0,46.8,Hijau
JREC_0015078,2025-09-22T07:00:00Z,PIT_A,SEG_PIT_A_03,Manual Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,16.5,4.2,1,45.0,Hijau
JREC_0015086,2025-09-22T07:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Manual Survey,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,11.1,7.8,0,63.0,Hijau
JREC_0015082,2025-09-22T07:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,1.7,0.73,50,34.2,3.4,3,31.6,Hijau
JREC_0015077,2025-09-22T07:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,31.6,2.4,0,29.77777778,Hijau
JREC_0015076,2025-09-22T07:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,16.5,9.6,1,45.0,Hijau
JREC_0015096,2025-09-22T08:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,13.8,10.5,0,44.8,Hijau
JREC_0015098,2025-09-22T08:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,12.5,10.1,1,58.33333333,Hijau
JREC_0015105,2025-09-22T08:00:00Z,PORT,SEG_PORT_03,IoT Sensor,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,16.2,8.3,0,53.71428571,Hijau
JREC_0015102,2025-09-22T08:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Operator App,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,22.5,7.5,0,35.71428571,Hijau
JREC_0015092,2025-09-22T08:00:00Z,PIT_A,SEG_PIT_A_02,IoT Sensor,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,31.6,2.4,3,29.77777778,Hijau
JREC_0015103,2025-09-22T08:00:00Z,PORT,SEG_PORT_01,Drone Survey,BAIK,Normal,1.76,Asphalt,5.1,C,1.0,0.74,45,26.7,4.0,2,40.66666667,Hijau
JREC_0015095,2025-09-22T08:00:00Z,PIT_B,SEG_PIT_B_02,Operator App,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,11.1,5.4,2,68.28571429,Hijau
JREC_0015101,2025-09-22T08:00:00Z,STOCKPILE,SEG_STOCKPILE_02,IoT Sensor,BAIK,Normal,1.44,Coal Road,4.4,C,0.5,0.49,30,10.8,8.0,0,64.0,Hijau
JREC_0015091,2025-09-22T08:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,16.5,9.6,0,45.0,Hijau
JREC_0015106,2025-09-22T09:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,16.5,9.6,2,45.0,Hijau
JREC_0015110,2025-09-22T09:00:00Z,PIT_B,SEG_PIT_B_02,Drone Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,11.1,5.4,0,68.28571429,Hijau
JREC_0015116,2025-09-22T09:00:00Z,STOCKPILE,SEG_STOCKPILE_02,IoT Sensor,BAIK,Normal,1.44,Coal Road,4.4,C,1.2,0.49,30,10.8,8.0,1,64.0,Hijau
JREC_0015118,2025-09-22T09:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.6,0.74,45,26.7,4.0,1,40.66666667,Hijau
JREC_0015120,2025-09-22T09:00:00Z,PORT,SEG_PORT_03,Manual Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.3,0.6,35,16.2,8.3,0,53.71428571,Hijau
JREC_0015113,2025-09-22T09:00:00Z,ROAD_01,SEG_ROAD_01_02,Drone Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,12.5,10.1,1,58.33333333,Hijau
JREC_0015109,2025-09-22T09:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,12.9,8.1,1,48.4,Hijau
JREC_0015119,2025-09-22T09:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.8,0.49,30,7.8,21.9,1,74.0,Hijau
JREC_0015114,2025-09-22T09:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.2,0.75,50,30.1,2.0,1,39.8,Hijau
JREC_0015132,2025-09-22T22:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Manual Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.6,0.59,35,25.0,6.8,0,28.57142857,Hijau
JREC_0015121,2025-09-22T22:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,0,37.0,Hijau
JREC_0015135,2025-09-22T22:00:00Z,PORT,SEG_PORT_03,Operator App,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,0,45.71428571,Hijau
JREC_0015123,2025-09-22T22:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,0.1,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0015133,2025-09-22T22:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.3,0.75,45,30.7,3.4,1,31.77777778,Hijau
JREC_0015131,2025-09-22T22:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0015128,2025-09-22T22:00:00Z,ROAD_01,SEG_ROAD_01_02,Manual Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0015136,2025-09-22T23:00:00Z,PIT_A,SEG_PIT_A_01,Manual Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0015142,2025-09-22T23:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.6,0.74,50,38.6,3.0,1,22.8,Hijau
JREC_0015143,2025-09-22T23:00:00Z,ROAD_01,SEG_ROAD_01_02,Manual Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.9,0.54,30,14.6,8.6,0,51.33333333,Hijau
JREC_0015144,2025-09-22T23:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.5,0.74,50,33.6,1.8,0,32.8,Hijau
JREC_0015140,2025-09-22T23:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.4,0.55,35,13.9,4.3,0,60.28571429,Hijau
JREC_0015154,2025-09-23T00:00:00Z,PIT_B,SEG_PIT_B_01,Operator App,BAIK,Normal,1.74,Laterite,9.6,B,0.8,0.54,25,14.7,7.1,0,41.2,Hijau
JREC_0015164,2025-09-23T00:00:00Z,PORT,SEG_PORT_02,Manual Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,2,65.0,Hijau
JREC_0015160,2025-09-23T00:00:00Z,STOCKPILE,SEG_STOCKPILE_01,IoT Sensor,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0015151,2025-09-23T00:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,1.0,0.49,30,18.6,8.5,0,38.0,Hijau
JREC_0015163,2025-09-23T00:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.7,0.74,45,30.3,3.5,0,32.66666667,Hijau
JREC_0015165,2025-09-23T00:00:00Z,PORT,SEG_PORT_03,Drone Survey,BAIK,Normal,2.25,Gravel,5.7,C,1.4,0.59,35,18.7,7.2,0,46.57142857,Hijau
JREC_0015158,2025-09-23T00:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0015171,2025-09-23T01:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0015179,2025-09-23T01:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,2,65.0,Hijau
JREC_0015175,2025-09-23T01:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,1,21.8,Hijau
JREC_0015174,2025-09-23T01:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,1,31.8,Hijau
JREC_0015177,2025-09-23T01:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,2,27.71428571,Hijau
JREC_0015169,2025-09-23T01:00:00Z,PIT_B,SEG_PIT_B_01,IoT Sensor,BAIK,Normal,1.74,Laterite,9.6,B,0.6,0.54,25,14.7,7.1,0,41.2,Hijau
JREC_0015166,2025-09-23T01:00:00Z,PIT_A,SEG_PIT_A_01,IoT Sensor,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,0,37.0,Hijau
JREC_0015168,2025-09-23T01:00:00Z,PIT_A,SEG_PIT_A_03,Manual Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0015193,2025-09-23T02:00:00Z,PORT,SEG_PORT_01,IoT Sensor,BAIK,Normal,1.76,Asphalt,5.1,C,0.3,0.75,45,30.7,3.4,1,31.77777778,Hijau
JREC_0015183,2025-09-23T02:00:00Z,PIT_A,SEG_PIT_A_03,Manual Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.9,0.49,30,18.6,3.7,1,38.0,Hijau
JREC_0015182,2025-09-23T02:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.2,0.75,45,35.2,2.2,3,21.77777778,Hijau
JREC_0015186,2025-09-23T02:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,15.8,9.2,1,36.8,Hijau
JREC_0015192,2025-09-23T02:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Manual Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.3,0.6,35,25.3,6.7,0,27.71428571,Hijau
JREC_0015181,2025-09-23T02:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0015189,2025-09-23T02:00:00Z,ROAD_01,SEG_ROAD_01_03,IoT Sensor,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,1,31.8,Hijau
JREC_0015185,2025-09-23T02:00:00Z,PIT_B,SEG_PIT_B_02,IoT Sensor,BAIK,Normal,0.99,Laterite,0.3,D,0.3,0.55,35,13.9,4.3,1,60.28571429,Hijau
JREC_0015187,2025-09-23T02:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,3,21.8,Hijau
JREC_0015191,2025-09-23T02:00:00Z,STOCKPILE,SEG_STOCKPILE_02,IoT Sensor,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,0,55.0,Hijau
JREC_0015209,2025-09-23T03:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0015205,2025-09-23T03:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Operator App,BAIK,Normal,2.86,Asphalt,3.4,B,1.5,0.73,50,38.2,4.5,1,23.6,Hijau
JREC_0015206,2025-09-23T03:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,0.2,0.5,30,13.5,6.4,2,55.0,Hijau
JREC_0015197,2025-09-23T03:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.1,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0015204,2025-09-23T03:00:00Z,ROAD_01,SEG_ROAD_01_03,IoT Sensor,BAIK,Normal,1.0,Asphalt,2.8,C,0.2,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0015200,2025-09-23T03:00:00Z,PIT_B,SEG_PIT_B_02,IoT Sensor,BAIK,Normal,0.99,Laterite,0.3,D,0.1,0.55,35,13.9,4.3,0,60.28571429,Hijau
JREC_0015222,2025-09-23T04:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,2,27.71428571,Hijau
JREC_0015212,2025-09-23T04:00:00Z,PIT_A,SEG_PIT_A_02,IoT Sensor,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,2,21.77777778,Hijau
JREC_0015216,2025-09-23T04:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,0.8,0.49,25,15.5,9.4,1,38.0,Hijau
JREC_0015220,2025-09-23T04:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.3,0.75,50,39.1,4.4,0,21.8,Hijau
JREC_0015213,2025-09-23T04:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0015238,2025-09-23T05:00:00Z,PORT,SEG_PORT_01,Manual Survey,BAIK,Normal,1.76,Asphalt,5.1,C,0.2,0.75,45,30.7,3.4,0,31.77777778,Hijau
JREC_0015240,2025-09-23T05:00:00Z,PORT,SEG_PORT_03,Drone Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,1,45.71428571,Hijau
JREC_0015231,2025-09-23T05:00:00Z,PIT_B,SEG_PIT_B_03,IoT Sensor,BAIK,Normal,2.42,Coal Road,6.7,A,0.6,0.49,25,15.5,9.4,0,38.0,Hijau
JREC_0015237,2025-09-23T05:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Operator App,TERBATAS,Perawatan/Insiden lokal,2.83,Gravel,6.3,A,0.3,0.6,35,25.3,6.7,1,27.71428571,Merah
JREC_0015226,2025-09-23T05:00:00Z,PIT_A,SEG_PIT_A_01,IoT Sensor,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0015233,2025-09-23T05:00:00Z,ROAD_01,SEG_ROAD_01_02,Manual Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0015232,2025-09-23T05:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,3,21.8,Hijau
JREC_0015228,2025-09-23T05:00:00Z,PIT_A,SEG_PIT_A_03,Drone Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0015248,2025-09-23T06:00:00Z,ROAD_01,SEG_ROAD_01_02,Drone Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0015249,2025-09-23T06:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,1,31.8,Hijau
JREC_0015250,2025-09-23T06:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Drone Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,1,21.8,Hijau
JREC_0015245,2025-09-23T06:00:00Z,PIT_B,SEG_PIT_B_02,Drone Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,13.9,4.3,0,60.28571429,Hijau
JREC_0015246,2025-09-23T06:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.4,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0015253,2025-09-23T06:00:00Z,PORT,SEG_PORT_01,Operator App,BAIK,Normal,1.76,Asphalt,5.1,C,0.0,0.75,45,30.7,3.4,4,31.77777778,Hijau
JREC_0015251,2025-09-23T06:00:00Z,STOCKPILE,SEG_STOCKPILE_02,IoT Sensor,TERBATAS,Perawatan/Insiden lokal,1.44,Coal Road,4.4,C,0.4,0.5,30,13.5,6.4,1,55.0,Merah
JREC_0015265,2025-09-23T07:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,2,21.8,Hijau
JREC_0015269,2025-09-23T07:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.0,0.5,30,10.5,16.3,1,65.0,Hijau
JREC_0015257,2025-09-23T07:00:00Z,PIT_A,SEG_PIT_A_02,Manual Survey,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,4,21.77777778,Hijau
JREC_0015256,2025-09-23T07:00:00Z,PIT_A,SEG_PIT_A_01,Operator App,BAIK,Normal,2.64,Coal Road,3.4,A,0.9,0.49,30,18.6,8.5,1,38.0,Hijau
JREC_0015260,2025-09-23T07:00:00Z,PIT_B,SEG_PIT_B_02,Operator App,BAIK,Normal,0.99,Laterite,0.3,D,0.3,0.55,35,13.9,4.3,1,60.28571429,Hijau
JREC_0015264,2025-09-23T07:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0015258,2025-09-23T07:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,2.2,0.48,30,18.4,3.8,1,38.66666667,Hijau
JREC_0015268,2025-09-23T07:00:00Z,PORT,SEG_PORT_01,Manual Survey,BAIK,Normal,1.76,Asphalt,5.1,C,1.2,0.74,45,30.3,3.5,0,32.66666667,Hijau
JREC_0015261,2025-09-23T07:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.7,0.49,25,15.5,9.4,2,38.0,Hijau
JREC_0015259,2025-09-23T07:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0015282,2025-09-23T08:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,0,27.71428571,Hijau
JREC_0015280,2025-09-23T08:00:00Z,STOCKPILE,SEG_STOCKPILE_01,IoT Sensor,BAIK,Normal,2.86,Asphalt,3.4,B,0.4,0.75,50,39.1,4.4,0,21.8,Hijau
JREC_0015271,2025-09-23T08:00:00Z,PIT_A,SEG_PIT_A_01,Manual Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0015277,2025-09-23T08:00:00Z,ROAD_01,SEG_ROAD_01_01,Manual Survey,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,2,21.8,Hijau
JREC_0015273,2025-09-23T08:00:00Z,PIT_A,SEG_PIT_A_03,Drone Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.0,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0015279,2025-09-23T08:00:00Z,ROAD_01,SEG_ROAD_01_03,Manual Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,2,31.8,Hijau
JREC_0015284,2025-09-23T08:00:00Z,PORT,SEG_PORT_02,Operator App,BAIK,Normal,2.85,Coal Road,3.9,D,0.4,0.5,30,10.5,16.3,0,65.0,Hijau
JREC_0015281,2025-09-23T08:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Drone Survey,BAIK,Normal,1.44,Coal Road,4.4,C,1.6,0.48,30,13.0,6.6,0,56.66666667,Hijau
JREC_0015274,2025-09-23T08:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,0,40.4,Hijau
JREC_0015278,2025-09-23T08:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,1.0,0.54,30,14.6,8.6,0,51.33333333,Hijau
JREC_0015294,2025-09-23T09:00:00Z,ROAD_01,SEG_ROAD_01_03,Drone Survey,BAIK,Normal,1.0,Asphalt,2.8,C,0.0,0.75,50,34.1,1.8,3,31.8,Hijau
JREC_0015288,2025-09-23T09:00:00Z,PIT_A,SEG_PIT_A_03,Operator App,BAIK,Normal,1.16,Coal Road,3.8,A,0.3,0.5,30,18.9,3.7,0,37.0,Hijau
JREC_0015293,2025-09-23T09:00:00Z,ROAD_01,SEG_ROAD_01_02,Manual Survey,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0015297,2025-09-23T09:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,2,27.71428571,Hijau
JREC_0015289,2025-09-23T09:00:00Z,PIT_B,SEG_PIT_B_01,Drone Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,2,40.4,Hijau
JREC_0015291,2025-09-23T09:00:00Z,PIT_B,SEG_PIT_B_03,Drone Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.0,0.5,25,15.8,9.2,0,36.8,Hijau
JREC_0015290,2025-09-23T09:00:00Z,PIT_B,SEG_PIT_B_02,Operator App,BAIK,Normal,0.99,Laterite,0.3,D,1.2,0.54,35,13.6,4.4,0,61.14285714,Hijau
JREC_0015286,2025-09-23T09:00:00Z,PIT_A,SEG_PIT_A_01,Drone Survey,BAIK,Normal,2.64,Coal Road,3.4,A,0.0,0.5,30,18.9,8.4,1,37.0,Hijau
JREC_0015299,2025-09-23T09:00:00Z,PORT,SEG_PORT_02,Drone Survey,BAIK,Normal,2.85,Coal Road,3.9,D,0.8,0.49,30,10.2,16.8,0,66.0,Hijau
JREC_0015287,2025-09-23T09:00:00Z,PIT_A,SEG_PIT_A_02,Operator App,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0015300,2025-09-23T09:00:00Z,PORT,SEG_PORT_03,Manual Survey,BAIK,Normal,2.25,Gravel,5.7,C,0.0,0.6,35,19.0,7.1,1,45.71428571,Hijau
JREC_0015292,2025-09-23T09:00:00Z,ROAD_01,SEG_ROAD_01_01,IoT Sensor,BAIK,Normal,1.96,Asphalt,4.5,B,0.4,0.75,50,39.1,3.0,0,21.8,Hijau
JREC_0015296,2025-09-23T09:00:00Z,STOCKPILE,SEG_STOCKPILE_02,Operator App,BAIK,Normal,1.44,Coal Road,4.4,C,0.0,0.5,30,13.5,6.4,2,55.0,Hijau
JREC_0015295,2025-09-23T09:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.0,0.75,50,39.1,4.4,1,21.8,Hijau
JREC_0015308,2025-09-23T22:00:00Z,ROAD_01,SEG_ROAD_01_02,Operator App,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,1,50.33333333,Hijau
JREC_0015312,2025-09-23T22:00:00Z,STOCKPILE,SEG_STOCKPILE_03,Drone Survey,BAIK,Normal,2.83,Gravel,6.3,A,0.0,0.6,35,25.3,6.7,1,27.71428571,Hijau
JREC_0015307,2025-09-23T22:00:00Z,ROAD_01,SEG_ROAD_01_01,IoT Sensor,BAIK,Normal,1.96,Asphalt,4.5,B,0.0,0.75,50,39.1,3.0,2,21.8,Hijau
JREC_0015302,2025-09-23T22:00:00Z,PIT_A,SEG_PIT_A_02,Operator App,BAIK,Normal,1.27,Asphalt,5.4,B,0.0,0.75,45,35.2,2.2,1,21.77777778,Hijau
JREC_0015304,2025-09-23T22:00:00Z,PIT_B,SEG_PIT_B_01,Manual Survey,BAIK,Normal,1.74,Laterite,9.6,B,0.0,0.55,25,14.9,7.0,1,40.4,Hijau
JREC_0015303,2025-09-23T22:00:00Z,PIT_A,SEG_PIT_A_03,Manual Survey,BAIK,Normal,1.16,Coal Road,3.8,A,0.1,0.5,30,18.9,3.7,1,37.0,Hijau
JREC_0015305,2025-09-23T22:00:00Z,PIT_B,SEG_PIT_B_02,Manual Survey,BAIK,Normal,0.99,Laterite,0.3,D,0.0,0.55,35,13.9,4.3,0,60.28571429,Hijau
JREC_0015323,2025-09-23T23:00:00Z,ROAD_01,SEG_ROAD_01_02,IoT Sensor,BAIK,Normal,2.1,Laterite,7.1,C,0.0,0.55,30,14.9,8.5,0,50.33333333,Hijau
JREC_0015320,2025-09-23T23:00:00Z,PIT_B,SEG_PIT_B_02,Operator App,BAIK,Normal,0.99,Laterite,0.3,D,0.2,0.55,35,13.9,4.3,1,60.28571429,Hijau
JREC_0015325,2025-09-23T23:00:00Z,STOCKPILE,SEG_STOCKPILE_01,Manual Survey,BAIK,Normal,2.86,Asphalt,3.4,B,0.2,0.75,50,39.1,4.4,4,21.8,Hijau
JREC_0015321,2025-09-23T23:00:00Z,PIT_B,SEG_PIT_B_03,Manual Survey,BAIK,Normal,2.42,Coal Road,6.7,A,0.3,0.5,25,15.8,9.2,1,36.8,Hijau
JREC_0015316,2025-09-23T23:00:00Z,PIT_A,SEG_PIT_A_01,IoT Sensor,BAIK,Normal,2.64,Coal Road,3.4,A,0.4,0.5,30,18.9,8.4,0,37.0,Hijau
