id_record,id_alat,tanggal_operasi,shift,jam_mulai,jam_selesai,status_operasi,durasi_jam,material_dipindah,total_muatan_ton,jumlah_ritase,id_operator,lokasi_kode_final,tipe_alat,model_alat,kapasitas_default_ton,departemen,umur_tahun,kondisi,hujan_mm,prob_hujan,intensitas_hujan,suhu_min_c,suhu_max_c,kelembaban_rh_avg,angin_kecepatan_avg_ms,angin_gust_max_ms,petir_count,label_breakdown_shift_ini,label_breakdown_next_24h
SYNREC_0008590,ALAT_014,2025-10-06,Shift 1,06:00:00,09:13:00,Beroperasi,3.23,Coal,801.5,10,OPR_098,PORT,Dump Truck,Belaz 7555,98.2,Coal Hauling,1.4,Sangat Baik,1.6,0.33,Ringan,23.4,29.6,75.8,1.6,4.0,0,0,0
SYNREC_0008591,ALAT_067,2025-09-22,Shift 1,06:00:00,10:50:00,Beroperasi,4.84,Overburden,49.0,15,OPR_065,PIT_A,Excavator,Volvo EC210,3.1,Overburden,4.0,Baik,6.4,0.34,Ringan,24.1,28.9,80.0,1.9,3.7,0,0,1
SYNREC_0008592,ALAT_057,2025-07-30,Shift 2,14:00:00,19:09:00,Beroperasi,5.15,Overburden,1093.7,15,OPR_146,ROAD_01,Dump Truck,Belaz 7555,86.9,Overburden Hauling,9.8,Rusak Ringan,0.3,0.54,Ringan,25.2,31.0,77.2,2.7,3.9,0,0,0
SYNREC_0008593,ALAT_041,2025-07-06,Shift 1,06:00:00,09:12:00,Beroperasi,3.21,None,0.0,0,OPR_114,ROAD_01,Grader,Volvo G940B,21.9,Infrastructure,0.4,Sangat Baik,0.0,0.16,Cerah,26.4,33.0,75.0,0.7,2.4,0,0,0
SYNREC_0008594,ALAT_003,2025-09-12,Shift 2,14:00:00,17:13:00,Breakdown,3.22,Coal,0.0,0,OPR_033,STOCKPILE,Wheel Loader,Doosan DL300,9.9,Stockpile,3.6,Sangat Baik,0.0,0.16,Cerah,24.7,29.9,66.4,2.0,4.3,0,1,1
SYNREC_0008595,ALAT_004,2025-08-06,Shift 2,14:00:00,14:49:00,Standby,0.83,Overburden,0.0,0,OPR_113,PIT_B,Excavator,Hitachi ZX200,3.8,Overburden,4.1,Sangat Baik,10.5,0.67,Sedang,25.9,31.5,87.8,3.0,7.1,0,0,0
SYNREC_0008596,ALAT_064,2025-07-11,Shift 1,06:00:00,12:01:00,Beroperasi,6.02,None,0.0,0,OPR_072,ROAD_01,Grader,CAT 140K,22.4,Infrastructure,3.3,Sangat Baik,0.2,0.35,Ringan,23.8,29.3,79.2,2.8,4.8,0,0,0
SYNREC_0008597,ALAT_001,2025-09-23,Shift 1,06:00:00,06:49:00,Maintenance,0.83,Coal,0.0,0,OPR_091,PORT,Dump Truck,Komatsu HD785,85.3,Coal Hauling,0.0,Baik,6.3,0.36,Ringan,23.8,27.9,83.9,2.8,4.1,0,0,0
SYNREC_0008598,ALAT_068,2025-09-12,Shift 1,06:00:00,09:40:00,Beroperasi,3.67,Coal,26.2,7,OPR_041,PIT_A,Excavator,Hitachi ZX200,4.4,Coal Loading,2.4,Baik,17.0,0.83,Sedang,24.7,28.7,89.4,1.9,3.6,0,0,0
SYNREC_0008599,ALAT_010,2025-07-12,Shift 2,14:00:00,17:42:00,Breakdown,3.71,Coal,0.0,0,OPR_089,STOCKPILE,Wheel Loader,Doosan DL300,3.5,Stockpile,0.3,Sangat Baik,1.9,0.51,Ringan,24.4,28.8,79.9,3.0,4.3,0,1,1
SYNREC_0008600,ALAT_020,2025-10-23,Shift 3,22:00:00,02:40:00,Beroperasi,4.68,Coal,18.8,13,OPR_101,PIT_A,Excavator,CAT 320D,1.7,Coal Loading,9.4,Perlu Servis,9.0,0.46,Ringan,25.5,30.3,78.8,2.7,5.9,1,0,0
SYNREC_0008601,ALAT_020,2025-10-12,Shift 2,14:00:00,15:19:00,Maintenance,1.33,Coal,0.0,0,OPR_048,PIT_A,Excavator,CAT 320D,1.7,Coal Loading,9.4,Perlu Servis,17.0,0.64,Sedang,25.5,30.4,90.7,2.7,6.7,0,0,0
SYNREC_0008602,ALAT_031,2025-10-16,Shift 1,06:00:00,13:34:00,Beroperasi,7.57,Coal,72.2,12,OPR_042,PIT_A,Wheel Loader,Doosan DL300,6.1,Coal Loading,5.0,Baik,4.1,0.55,Ringan,23.2,28.3,75.0,3.1,6.0,0,0,0
SYNREC_0008603,ALAT_039,2025-10-31,Shift 2,14:00:00,19:12:00,Beroperasi,5.21,Coal,28.0,8,OPR_069,PIT_B,Excavator,CAT 320D,3.7,Coal Loading,1.8,Sangat Baik,4.1,0.39,Ringan,25.1,30.0,81.5,2.6,5.6,0,0,0
SYNREC_0008604,ALAT_035,2025-07-10,Shift 3,22:00:00,01:52:00,Beroperasi,3.88,Coal,28.2,7,OPR_141,PIT_A,Excavator,Komatsu PC200,4.9,Coal Loading,9.8,Rusak Ringan,0.0,0.04,Cerah,23.8,29.1,74.3,2.7,4.7,0,0,0
SYNREC_0008605,ALAT_088,2025-08-20,Shift 3,22:00:00,00:12:00,Standby,2.21,None,0.0,0,OPR_129,ROAD_01,Grader,CAT 140K,11.8,Road Maintenance,1.9,Sangat Baik,0.0,0.18,Cerah,24.7,32.2,73.2,1.7,3.5,0,0,0
SYNREC_0008606,ALAT_004,2025-07-30,Shift 1,06:00:00,11:56:00,Beroperasi,5.94,Overburden,27.6,8,OPR_127,PIT_B,Excavator,Hitachi ZX200,3.8,Overburden,4.1,Sangat Baik,2.0,0.36,Ringan,25.6,32.6,80.2,1.5,3.8,3,0,0
SYNREC_0008607,ALAT_066,2025-08-30,Shift 2,14:00:00,17:25:00,Beroperasi,3.43,None,0.0,0,OPR_077,ROAD_01,Grader,Volvo G940B,10.0,Infrastructure,1.0,Sangat Baik,1.1,0.39,Ringan,25.8,32.3,75.5,2.5,3.5,0,0,0
SYNREC_0008608,ALAT_100,2025-08-21,Shift 1,06:00:00,11:16:00,Beroperasi,5.28,None,0.0,0,OPR_079,PIT_B,Grader,Komatsu GD655,19.2,Infrastructure,2.4,Baik,0.0,0.17,Cerah,25.8,32.3,74.4,0.8,1.8,0,0,0
SYNREC_0008609,ALAT_058,2025-08-25,Shift 3,22:00:00,03:12:00,Beroperasi,5.2,None,0.0,0,OPR_023,ROAD_01,Grader,John Deere 772G,24.4,Road Maintenance,4.7,Sangat Baik,1.3,0.45,Ringan,25.5,31.0,80.9,2.9,4.0,0,0,1
SYNREC_0008610,ALAT_091,2025-09-22,Shift 3,22:00:00,01:28:00,Breakdown,3.48,Overburden,0.0,0,OPR_079,PIT_B,Excavator,Volvo EC210,1.9,Overburden,6.6,Baik,1.1,0.47,Ringan,23.3,30.1,80.7,1.5,3.2,0,1,1
SYNREC_0008611,ALAT_032,2025-08-17,Shift 1,06:00:00,12:07:00,Beroperasi,6.13,Overburden,14.8,7,OPR_109,PIT_A,Excavator,CAT 320D,2.0,Overburden,9.1,Rusak Ringan,0.6,0.54,Ringan,24.3,28.9,82.4,2.3,3.3,0,0,0
SYNREC_0008612,ALAT_042,2025-09-02,Shift 1,06:00:00,09:47:00,Beroperasi,3.79,None,0.0,0,OPR_069,PIT_B,Grader,CAT 140K,15.3,Infrastructure,8.2,Rusak Ringan,11.5,0.71,Sedang,24.2,29.9,86.3,1.9,3.9,0,0,0
SYNREC_0008613,ALAT_008,2025-10-11,Shift 2,14:00:00,21:04:00,Beroperasi,7.07,Overburden,946.7,9,OPR_062,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,51.7,0.97,Lebat,24.5,29.5,92.7,2.5,6.9,15,0,0
SYNREC_0008614,ALAT_026,2025-09-11,Shift 2,14:00:00,18:15:00,Beroperasi,4.25,None,0.0,0,OPR_055,ROAD_01,Bulldozer,Liebherr PR736,21.5,Infrastructure,5.6,Perlu Servis,0.0,0.07,Cerah,26.1,32.4,60.3,1.8,3.0,0,0,0
SYNREC_0008615,ALAT_055,2025-08-24,Shift 3,22:00:00,00:02:00,Maintenance,2.04,Coal,0.0,0,OPR_109,PIT_B,Wheel Loader,Doosan DL300,4.2,Coal Loading,0.2,Baik,0.5,0.38,Ringan,23.4,28.2,83.8,3.0,4.8,0,0,0
SYNREC_0008616,ALAT_056,2025-10-11,Shift 3,22:00:00,05:22:00,Beroperasi,7.38,Overburden,153.6,5,OPR_077,PIT_A,Bulldozer,Shantui SD22,30.2,Overburden,5.4,Baik,1.5,0.48,Ringan,25.8,32.1,81.5,1.7,4.4,0,0,0
SYNREC_0008617,ALAT_099,2025-07-23,Shift 1,06:00:00,12:00:00,Beroperasi,6.01,Coal,46.7,13,OPR_043,PIT_A,Wheel Loader,Doosan DL300,3.6,Coal Loading,7.1,Perlu Servis,0.0,0.17,Cerah,24.9,30.7,66.9,2.2,3.3,0,0,0
SYNREC_0008618,ALAT_100,2025-09-06,Shift 3,22:00:00,05:43:00,Beroperasi,7.73,None,0.0,0,OPR_046,PIT_B,Grader,Komatsu GD655,19.2,Infrastructure,2.4,Baik,0.7,0.59,Ringan,25.5,32.1,76.5,2.4,3.5,0,0,0
SYNREC_0008619,ALAT_026,2025-08-22,Shift 2,14:00:00,19:31:00,Beroperasi,5.52,None,0.0,0,OPR_063,ROAD_01,Bulldozer,Liebherr PR736,21.5,Infrastructure,5.6,Perlu Servis,13.4,0.77,Sedang,24.2,30.1,88.8,3.9,5.8,0,0,0
SYNREC_0008620,ALAT_058,2025-09-22,Shift 1,06:00:00,10:37:00,Beroperasi,4.63,None,0.0,0,OPR_007,ROAD_01,Grader,John Deere 772G,24.4,Road Maintenance,4.7,Sangat Baik,1.3,0.44,Ringan,25.9,32.5,83.8,2.5,5.7,0,0,0
SYNREC_0008621,ALAT_029,2025-08-29,Shift 2,14:00:00,17:51:00,Beroperasi,3.85,Overburden,633.8,8,OPR_067,ROAD_01,Dump Truck,CAT 785C,94.5,Overburden Hauling,9.4,Perlu Servis,1.1,0.55,Ringan,23.3,28.9,75.9,3.2,4.7,0,0,0
SYNREC_0008622,ALAT_013,2025-10-05,Shift 3,22:00:00,00:30:00,Maintenance,2.5,None,0.0,0,OPR_036,ROAD_01,Grader,CAT 140K,21.8,Road Maintenance,9.4,Rusak Ringan,1.4,0.54,Ringan,24.3,28.4,84.2,3.1,5.4,0,0,0
SYNREC_0008623,ALAT_023,2025-09-25,Shift 1,06:00:00,09:21:00,Beroperasi,3.36,None,0.0,0,OPR_031,ROAD_01,Grader,John Deere 772G,21.7,Road Maintenance,9.4,Rusak Ringan,0.0,0.09,Cerah,23.9,29.5,65.7,2.5,3.2,0,0,0
SYNREC_0008624,ALAT_100,2025-09-12,Shift 2,14:00:00,19:59:00,Beroperasi,5.99,None,0.0,0,OPR_050,PIT_B,Grader,Komatsu GD655,19.2,Infrastructure,2.4,Baik,6.2,0.45,Ringan,24.8,31.1,80.0,3.1,4.8,0,0,0
SYNREC_0008625,ALAT_093,2025-07-02,Shift 3,22:00:00,03:56:00,Beroperasi,5.94,None,0.0,0,OPR_106,ROAD_01,Grader,Volvo G940B,15.0,Road Maintenance,2.2,Sangat Baik,2.7,0.37,Ringan,23.3,27.5,75.2,3.2,4.4,0,0,0
SYNREC_0008626,ALAT_096,2025-09-09,Shift 1,06:00:00,10:01:00,Beroperasi,4.02,None,0.0,0,OPR_110,ROAD_01,Grader,Komatsu GD655,13.9,Road Maintenance,0.7,Baik,7.3,0.57,Ringan,24.3,28.9,77.5,1.2,2.6,0,0,0
SYNREC_0008627,ALAT_047,2025-10-06,Shift 2,14:00:00,18:31:00,Beroperasi,4.53,Overburden,1734.2,16,OPR_012,PIT_A,Dump Truck,CAT 785C,110.5,Overburden Hauling,7.9,Baik,1.6,0.52,Ringan,23.2,30.3,77.5,1.7,3.0,0,0,0
SYNREC_0008628,ALAT_029,2025-08-07,Shift 3,22:00:00,04:07:00,Beroperasi,6.12,Overburden,1098.8,11,OPR_131,ROAD_01,Dump Truck,CAT 785C,94.5,Overburden Hauling,9.4,Perlu Servis,8.9,0.54,Ringan,26.0,32.0,79.0,2.2,5.3,0,0,0
SYNREC_0008629,ALAT_019,2025-10-27,Shift 2,14:00:00,21:33:00,Beroperasi,7.56,None,0.0,0,OPR_119,ROAD_01,Grader,CAT 140K,19.2,Infrastructure,0.2,Baik,10.1,0.65,Sedang,23.2,27.2,85.2,2.7,5.3,0,0,0
SYNREC_0008630,ALAT_003,2025-07-21,Shift 1,06:00:00,09:30:00,Standby,3.51,Coal,0.0,0,OPR_105,STOCKPILE,Wheel Loader,Doosan DL300,9.9,Stockpile,3.6,Sangat Baik,0.0,0.05,Cerah,24.8,30.5,71.1,2.5,3.5,0,0,0
SYNREC_0008631,ALAT_058,2025-07-02,Shift 1,06:00:00,09:16:00,Beroperasi,3.28,None,0.0,0,OPR_087,ROAD_01,Grader,John Deere 772G,24.4,Road Maintenance,4.7,Sangat Baik,15.1,0.61,Sedang,24.0,29.1,91.5,2.9,5.1,0,0,0
SYNREC_0008632,ALAT_002,2025-08-20,Shift 1,06:00:00,09:54:00,Beroperasi,3.91,Overburden,539.9,8,OPR_109,PIT_B,Dump Truck,Belaz 7555,80.0,Overburden Hauling,4.7,Baik,8.2,0.36,Ringan,25.9,33.2,78.4,1.2,3.8,0,0,0
SYNREC_0008633,ALAT_051,2025-10-28,Shift 2,14:00:00,20:09:00,Beroperasi,6.15,Overburden,40.3,12,OPR_101,PIT_A,Excavator,Volvo EC210,3.4,Overburden,7.5,Perlu Servis,21.4,0.63,Sedang,24.6,31.6,89.2,2.2,5.2,0,0,0
SYNREC_0008634,ALAT_019,2025-07-21,Shift 1,06:00:00,10:24:00,Beroperasi,4.41,None,0.0,0,OPR_058,ROAD_01,Grader,CAT 140K,19.2,Infrastructure,0.2,Baik,2.4,0.39,Ringan,23.8,29.3,76.4,2.6,4.4,0,0,0
SYNREC_0008635,ALAT_032,2025-07-23,Shift 1,06:00:00,10:28:00,Beroperasi,4.48,Overburden,30.3,15,OPR_057,PIT_A,Excavator,CAT 320D,2.0,Overburden,9.1,Rusak Ringan,15.4,0.76,Sedang,23.8,30.2,89.9,2.4,4.8,6,0,0
SYNREC_0008636,ALAT_034,2025-09-13,Shift 1,06:00:00,06:35:00,Maintenance,0.59,Coal,0.0,0,OPR_038,STOCKPILE,Excavator,Hitachi ZX200,2.8,Coal Loading,0.9,Sangat Baik,0.0,0.01,Cerah,26.8,33.2,66.2,2.6,5.0,0,0,0
SYNREC_0008637,ALAT_080,2025-09-14,Shift 3,22:00:00,22:38:00,Breakdown,0.64,None,0.0,0,OPR_109,PIT_A,Bulldozer,CAT D6R,19.6,Infrastructure,8.5,Perlu Servis,5.4,0.51,Ringan,24.9,29.7,84.8,2.2,5.6,0,1,1
SYNREC_0008638,ALAT_040,2025-10-28,Shift 1,06:00:00,07:54:00,Breakdown,1.91,Coal,0.0,0,OPR_007,ROAD_01,Dump Truck,Volvo A40G,100.9,Coal Hauling,2.0,Sangat Baik,57.6,0.88,Lebat,23.1,28.3,95.2,4.1,8.3,0,1,1
SYNREC_0008639,ALAT_040,2025-08-19,Shift 2,14:00:00,20:34:00,Beroperasi,6.58,Coal,516.7,5,OPR_020,ROAD_01,Dump Truck,Volvo A40G,100.9,Coal Hauling,2.0,Sangat Baik,0.0,0.12,Cerah,25.6,32.4,64.8,1.7,3.0,0,0,0
SYNREC_0008640,ALAT_019,2025-09-24,Shift 1,06:00:00,11:43:00,Beroperasi,5.73,None,0.0,0,OPR_114,ROAD_01,Grader,CAT 140K,19.2,Infrastructure,0.2,Baik,5.5,0.34,Ringan,24.7,30.0,79.8,3.1,6.3,0,0,0
SYNREC_0008641,ALAT_046,2025-09-19,Shift 2,14:00:00,18:34:00,Beroperasi,4.57,Overburden,868.4,10,OPR_094,PIT_B,Dump Truck,Belaz 7555,94.5,Overburden Hauling,2.6,Baik,0.6,0.35,Ringan,25.8,31.0,77.0,1.4,4.4,0,0,0
SYNREC_0008642,ALAT_064,2025-10-18,Shift 3,22:00:00,03:50:00,Beroperasi,5.84,None,0.0,0,OPR_087,ROAD_01,Grader,CAT 140K,22.4,Infrastructure,3.3,Sangat Baik,1.0,0.49,Ringan,23.5,29.5,75.1,3.2,6.3,0,0,0
SYNREC_0008643,ALAT_055,2025-10-02,Shift 1,06:00:00,13:31:00,Beroperasi,7.52,Coal,47.5,11,OPR_103,PIT_B,Wheel Loader,Doosan DL300,4.2,Coal Loading,0.2,Baik,1.5,0.33,Ringan,25.4,32.9,77.1,1.9,4.4,0,0,0
SYNREC_0008644,ALAT_040,2025-08-03,Shift 3,22:00:00,02:02:00,Beroperasi,4.04,Coal,1495.9,14,OPR_138,ROAD_01,Dump Truck,Volvo A40G,100.9,Coal Hauling,2.0,Sangat Baik,8.1,0.34,Ringan,24.7,31.8,77.2,1.4,4.5,0,0,0
SYNREC_0008645,ALAT_045,2025-07-12,Shift 2,14:00:00,14:42:00,Standby,0.7,Coal,0.0,0,OPR_125,PIT_B,Wheel Loader,Volvo L120H,4.0,Coal Loading,1.7,Baik,0.2,0.56,Ringan,24.2,30.2,80.5,1.8,3.3,0,0,0
SYNREC_0008646,ALAT_065,2025-08-03,Shift 1,06:00:00,13:27:00,Beroperasi,7.45,Coal,12.8,14,OPR_061,STOCKPILE,Excavator,Hitachi ZX200,1.0,Coal Loading,3.2,Baik,9.7,0.49,Ringan,24.1,29.5,81.9,2.4,5.9,0,0,0
SYNREC_0008647,ALAT_045,2025-09-07,Shift 3,22:00:00,04:46:00,Beroperasi,6.77,Coal,21.3,6,OPR_037,PIT_B,Wheel Loader,Volvo L120H,4.0,Coal Loading,1.7,Baik,0.2,0.51,Ringan,24.2,31.1,77.9,2.4,4.9,0,0,0
SYNREC_0008648,ALAT_064,2025-09-18,Shift 3,22:00:00,01:48:00,Beroperasi,3.8,None,0.0,0,OPR_031,ROAD_01,Grader,CAT 140K,22.4,Infrastructure,3.3,Sangat Baik,4.9,0.52,Ringan,23.1,29.7,83.4,1.9,4.8,0,0,0
SYNREC_0008649,ALAT_054,2025-10-15,Shift 2,14:00:00,18:35:00,Beroperasi,4.59,None,0.0,0,OPR_105,PIT_A,Grader,Komatsu GD655,21.7,Infrastructure,4.4,Baik,16.1,0.8,Sedang,25.5,32.2,89.4,4.0,6.0,0,0,0
SYNREC_0008650,ALAT_047,2025-07-07,Shift 2,14:00:00,14:33:00,Maintenance,0.56,Overburden,0.0,0,OPR_006,PIT_A,Dump Truck,CAT 785C,110.5,Overburden Hauling,7.9,Baik,45.8,0.87,Lebat,24.1,29.2,93.6,4.3,6.7,0,0,0
SYNREC_0008651,ALAT_032,2025-10-19,Shift 1,06:00:00,09:39:00,Beroperasi,3.66,Overburden,25.0,13,OPR_008,PIT_A,Excavator,CAT 320D,2.0,Overburden,9.1,Rusak Ringan,2.7,0.45,Ringan,23.8,30.3,81.6,2.4,5.2,0,0,0
SYNREC_0008652,ALAT_068,2025-07-05,Shift 3,22:00:00,03:39:00,Beroperasi,5.66,Coal,41.3,9,OPR_007,PIT_A,Excavator,Hitachi ZX200,4.4,Coal Loading,2.4,Baik,3.2,0.45,Ringan,24.3,30.5,75.5,1.5,2.7,0,0,0
SYNREC_0008653,ALAT_051,2025-07-29,Shift 3,22:00:00,00:16:00,Standby,2.27,Overburden,0.0,0,OPR_147,PIT_A,Excavator,Volvo EC210,3.4,Overburden,7.5,Perlu Servis,1.0,0.56,Ringan,23.6,27.9,78.9,3.2,5.8,2,0,0
SYNREC_0008654,ALAT_071,2025-08-08,Shift 2,14:00:00,21:22:00,Beroperasi,7.38,Overburden,256.7,9,OPR_025,PIT_A,Bulldozer,Liebherr PR736,29.1,Overburden,3.5,Sangat Baik,0.0,0.04,Cerah,24.7,32.1,60.9,0.9,1.5,0,0,0
SYNREC_0008655,ALAT_095,2025-10-28,Shift 2,14:00:00,18:22:00,Beroperasi,4.37,Coal,17.6,13,OPR_127,STOCKPILE,Excavator,CAT 320D,1.3,Coal Loading,5.1,Perlu Servis,10.6,0.84,Sedang,23.0,27.6,92.3,3.3,6.5,0,0,0
SYNREC_0008656,ALAT_071,2025-08-12,Shift 1,06:00:00,08:45:00,Maintenance,2.75,Overburden,0.0,0,OPR_014,PIT_A,Bulldozer,Liebherr PR736,29.1,Overburden,3.5,Sangat Baik,1.4,0.31,Ringan,23.9,27.9,78.1,1.0,3.5,0,0,0
SYNREC_0008657,ALAT_004,2025-09-30,Shift 1,06:00:00,08:08:00,Maintenance,2.14,Overburden,0.0,0,OPR_138,PIT_B,Excavator,Hitachi ZX200,3.8,Overburden,4.1,Sangat Baik,1.9,0.56,Ringan,23.6,27.6,81.4,1.3,2.8,0,0,0
SYNREC_0008658,ALAT_037,2025-10-10,Shift 3,22:00:00,03:26:00,Beroperasi,5.44,None,0.0,0,OPR_040,PIT_A,Bulldozer,Komatsu D85ESS,18.9,Infrastructure,8.5,Perlu Servis,40.4,0.95,Lebat,22.8,27.0,99.9,4.5,8.6,0,0,0
SYNREC_0008659,ALAT_021,2025-07-20,Shift 1,06:00:00,13:43:00,Beroperasi,7.72,Coal,41.1,15,OPR_071,STOCKPILE,Excavator,Hitachi ZX200,2.8,Coal Loading,3.8,Baik,0.0,0.02,Cerah,26.4,32.2,68.4,1.5,2.0,0,0,0
SYNREC_0008660,ALAT_015,2025-07-02,Shift 1,06:00:00,12:37:00,Beroperasi,6.62,None,0.0,0,OPR_066,PIT_B,Bulldozer,CAT D6R,34.6,Infrastructure,2.7,Sangat Baik,0.0,0.01,Cerah,25.3,31.5,68.7,1.2,3.6,0,0,0
SYNREC_0008661,ALAT_024,2025-07-15,Shift 2,14:00:00,17:17:00,Maintenance,3.29,Overburden,0.0,0,OPR_127,PIT_B,Bulldozer,Komatsu D85ESS,29.7,Overburden,3.2,Baik,11.6,0.74,Sedang,23.4,30.2,91.1,2.4,6.4,0,0,0
SYNREC_0008662,ALAT_071,2025-07-29,Shift 1,06:00:00,07:45:00,Maintenance,1.76,Overburden,0.0,0,OPR_079,PIT_A,Bulldozer,Liebherr PR736,29.1,Overburden,3.5,Sangat Baik,1.1,0.53,Ringan,25.7,30.6,83.0,3.4,6.1,0,0,0
SYNREC_0008663,ALAT_061,2025-10-18,Shift 2,14:00:00,17:21:00,Maintenance,3.35,None,0.0,0,OPR_003,PIT_B,Bulldozer,Komatsu D85ESS,26.1,Infrastructure,8.7,Rusak Ringan,0.9,0.38,Ringan,25.7,32.1,76.8,2.3,3.4,0,0,1
SYNREC_0008664,ALAT_088,2025-09-13,Shift 2,14:00:00,20:10:00,Beroperasi,6.17,None,0.0,0,OPR_093,ROAD_01,Grader,CAT 140K,11.8,Road Maintenance,1.9,Sangat Baik,5.7,0.35,Ringan,23.5,28.8,75.6,1.1,4.5,0,0,0
SYNREC_0008665,ALAT_050,2025-09-30,Shift 3,22:00:00,04:58:00,Beroperasi,6.97,None,0.0,0,OPR_144,ROAD_01,Grader,CAT 140K,19.7,Road Maintenance,8.4,Rusak Ringan,6.5,0.44,Ringan,24.2,30.0,77.7,2.1,3.6,0,0,0
SYNREC_0008666,ALAT_019,2025-09-14,Shift 1,06:00:00,13:04:00,Beroperasi,7.07,None,0.0,0,OPR_062,ROAD_01,Grader,CAT 140K,19.2,Infrastructure,0.2,Baik,0.0,0.07,Cerah,26.1,32.4,60.3,1.8,3.0,0,0,0
SYNREC_0008667,ALAT_080,2025-08-31,Shift 1,06:00:00,06:49:00,Breakdown,0.83,None,0.0,0,OPR_068,PIT_A,Bulldozer,CAT D6R,19.6,Infrastructure,8.5,Perlu Servis,7.1,0.33,Ringan,25.9,30.4,83.2,3.4,5.6,0,1,1
SYNREC_0008668,ALAT_062,2025-07-22,Shift 3,22:00:00,01:47:00,Beroperasi,3.79,Overburden,135.7,5,OPR_006,PIT_B,Bulldozer,Shantui SD22,28.1,Overburden,5.3,Perlu Servis,1.7,0.44,Ringan,23.9,28.1,83.8,1.7,5.1,0,0,0
SYNREC_0008669,ALAT_029,2025-09-11,Shift 2,14:00:00,14:57:00,Standby,0.95,Overburden,0.0,0,OPR_039,ROAD_01,Dump Truck,CAT 785C,94.5,Overburden Hauling,9.4,Perlu Servis,0.0,0.07,Cerah,26.1,32.4,60.3,1.8,3.0,0,0,0
SYNREC_0008670,ALAT_012,2025-07-02,Shift 1,06:00:00,07:48:00,Standby,1.8,Coal,0.0,0,OPR_099,PORT,Dump Truck,Belaz 7555,108.6,Coal Hauling,7.6,Baik,15.2,0.66,Sedang,23.3,29.8,87.0,2.7,4.2,0,0,0
SYNREC_0008671,ALAT_008,2025-07-27,Shift 1,06:00:00,08:01:00,Standby,2.02,Overburden,0.0,0,OPR_003,ROAD_01,Dump Truck,Belaz 7555,103.8,Overburden Hauling,5.3,Baik,1.3,0.47,Ringan,23.6,30.8,84.5,1.1,3.1,0,0,0
SYNREC_0008672,ALAT_041,2025-08-30,Shift 3,22:00:00,04:22:00,Beroperasi,6.37,None,0.0,0,OPR_048,ROAD_01,Grader,Volvo G940B,21.9,Infrastructure,0.4,Sangat Baik,8.2,0.45,Ringan,23.4,29.6,84.5,3.1,6.1,0,0,0
SYNREC_0008673,ALAT_090,2025-09-11,Shift 1,06:00:00,10:07:00,Beroperasi,4.12,Coal,54.0,17,OPR_021,PIT_A,Wheel Loader,Volvo L120H,3.1,Coal Loading,2.8,Sangat Baik,0.0,0.16,Cerah,24.5,31.0,63.4,1.1,2.7,0,0,0
SYNREC_0008674,ALAT_055,2025-10-26,Shift 3,22:00:00,22:39:00,Breakdown,0.66,Coal,0.0,0,OPR_072,PIT_B,Wheel Loader,Doosan DL300,4.2,Coal Loading,0.2,Baik,12.9,0.66,Sedang,23.6,29.9,88.6,4.1,7.5,0,1,1
SYNREC_0008675,ALAT_063,2025-08-09,Shift 3,22:00:00,01:00:00,Standby,3.01,Overburden,0.0,0,OPR_129,PIT_B,Dump Truck,Volvo A40G,129.8,Overburden Hauling,1.2,Baik,1.2,0.56,Ringan,26.0,30.4,82.9,2.6,4.5,0,0,0
SYNREC_0008676,ALAT_045,2025-08-01,Shift 2,14:00:00,18:06:00,Beroperasi,4.11,Coal,32.8,10,OPR_123,PIT_B,Wheel Loader,Volvo L120H,4.0,Coal Loading,1.7,Baik,1.5,0.51,Ringan,23.6,29.4,76.8,3.5,5.2,0,0,0
SYNREC_0008677,ALAT_054,2025-08-24,Shift 3,22:00:00,00:09:00,Breakdown,2.15,None,0.0,0,OPR_090,PIT_A,Grader,Komatsu GD655,21.7,Infrastructure,4.4,Baik,0.0,0.1,Cerah,25.1,31.3,68.9,2.6,3.8,0,1,1
SYNREC_0008678,ALAT_081,2025-09-12,Shift 3,22:00:00,05:28:00,Beroperasi,7.47,Overburden,339.6,12,OPR_082,PIT_A,Bulldozer,Shantui SD22,29.3,Overburden,2.9,Sangat Baik,13.5,0.61,Sedang,25.9,30.7,88.1,3.3,6.8,0,0,0
SYNREC_0008679,ALAT_084,2025-10-31,Shift 3,22:00:00,00:04:00,Breakdown,2.07,None,0.0,0,OPR_145,PIT_B,Bulldozer,Komatsu D85ESS,30.8,Infrastructure,0.6,Sangat Baik,4.1,0.39,Ringan,25.1,30.0,81.5,2.6,5.6,0,1,1
SYNREC_0008680,ALAT_098,2025-08-22,Shift 2,14:00:00,17:49:00,Maintenance,3.82,Coal,0.0,0,OPR_058,PIT_B,Excavator,Komatsu PC200,3.3,Coal Loading,3.5,Baik,1.1,0.43,Ringan,25.7,31.0,83.7,3.2,6.0,0,0,0
SYNREC_0008681,ALAT_004,2025-09-29,Shift 1,06:00:00,08:08:00,Maintenance,2.14,Overburden,0.0,0,OPR_138,PIT_B,Excavator,Hitachi ZX200,3.8,Overburden,4.1,Sangat Baik,1.9,0.56,Ringan,23.6,27.6,81.4,1.3,2.8,0,0,0
